title,author,isbn,call_number,call_prefix,subjects,summary,series,reading_level,ol_summary,ol_subjects,ol_pages,gb_summary,gb_categories,gb_pages,gb_rating,enriched_summary,enriched_subjects,pages
Ghostlight,"Oppel, Kenneth 1967-",9780593487938,F,FIC,Ghost stories. | Lighthouses -- Fiction. | Friendship -- Fiction. | Good and evil -- Fiction. | Ghost stories. | Paranormal fiction.,"""Rebecca Strand and her father fell to their deaths from the top of the Gibraltar Point Lighthouse in 1839. Just how they fell--or were they pushed?--remains a mystery. And their ghosts haunt the lighthouse to this day. . . Gabe tells this story every day when he gives the ghost tour on Toronto Island. He tries to make it scary enough to satisfy the tourists, but he doesn't actually believe in ghosts until he finds himself face to face with Rebecca Strand. The true story of her death is far more terrifying than any ghost tale Gabe has told. Rebecca reveals that her father was a member of the Order, a secret society devoted to protecting the world from ""the wakeful and wicked dead"", malevolent spirits like Viker, the ghost responsible for their deaths. But the Order has disappeard, and Viker's ghost is growing ever stronger. Now Gabe and his friends must find a way to stop Viker before they all become lost souls""--Dust jacket.",,5.7.,,"Adventure and adventurers, fiction|Death, fiction|Ghost stories",,,,,,"""Rebecca Strand and her father fell to their deaths from the top of the Gibraltar Point Lighthouse in 1839. Just how they fell--or were they pushed?--remains a mystery. And their ghosts haunt the lighthouse to this day. . . Gabe tells this story every day when he gives the ghost tour on Toronto Island. He tries to make it scary enough to satisfy the tourists, but he doesn't actually believe in ghosts until he finds himself face to face with Rebecca Strand. The true story of her death is far more terrifying than any ghost tale Gabe has told. Rebecca reveals that her father was a member of the Order, a secret society devoted to protecting the world from ""the wakeful and wicked dead"", malevolent spirits like Viker, the ghost responsible for their deaths. But the Order has disappeard, and Vike","Ghost stories. | Lighthouses -- Fiction. | Friendship -- Fiction. | Good and evil -- Fiction. | Ghost stories. | Paranormal fiction.|Adventure and adventurers, fiction|Death, fiction|Ghost stories",
Hazel Hill is gonna win this one,"Horne, Maggie.",9780358664703,F,FIC,Cyberbullying -- Fiction. | Middle schools -- Fiction. | Conduct of life -- Fiction.,"""When she discovers her nemesis, Ella Quinn, is being harassed by golden boy Tyler Harris, seventh grader Hazel Hill is determined to prove it, since no one believes he would do such a thing, even if it means risking everything""--Provided by publisher.",,5.6.,,,,,,,,"""When she discovers her nemesis, Ella Quinn, is being harassed by golden boy Tyler Harris, seventh grader Hazel Hill is determined to prove it, since no one believes he would do such a thing, even if it means risking everything""--Provided by publisher.",Cyberbullying -- Fiction. | Middle schools -- Fiction. | Conduct of life -- Fiction.,
Miles Morales  suspended,"Reynolds, Jason.",9781665918466,F,FIC,Superheroes -- Fiction. | Termites -- Fiction. | Insects -- Fiction. | School stories. | African Americans -- Fiction.,"""During Miles' in-school suspension, he finds himself in a fierce battle with a classmate turned insidious termite who is determined to destroy books and the Black and Brown history they contain, and only Miles can stop him""--OCLC.",,Young Adult,,nyt:young-adult-hardcover=2023-05-21|New York Times bestseller,,,,,,"""During Miles' in-school suspension, he finds himself in a fierce battle with a classmate turned insidious termite who is determined to destroy books and the Black and Brown history they contain, and only Miles can stop him""--OCLC.",Superheroes -- Fiction. | Termites -- Fiction. | Insects -- Fiction. | School stories. | African Americans -- Fiction.|nyt:young-adult-hardcover=2023-05-21|New York Times bestseller,
The runaway king,"Nielsen, Jennifer A.",9780606356633,F,FIC,Kings and rulers -- Fiction. | Princesses -- Fiction. | Courts and courtiers -- Fiction. | Conspiracies -- Fiction.,"Young King Jaron has taken the throne of Carthya, but after enemies attempt to assassinate him, and a neighboring kingdom threatens invasion, he finds that he has no friends in the palace, not even his bride-to-be, Princess Amarinda--and his regents think it would be better for Carthya if he just disappeared again.",Ascendance trilogy,5.0.,,,,,,,,,,
Rust in the root,"Ireland, Justina.",9780063038226,F,FIC,Magic -- Fiction. | African Americans -- Fiction. | Racism -- Fiction. | Conspiracies -- Fiction. | Fantasy fiction.,"""It is 1937, and Laura Ann Langston lives in an America divided--between those who work the mystical arts and those who do not. Ever since the Great Rust, a catastrophic event that blighted the arcane force called the Dynamism and threw America into disarray, the country has been rebuilding for a better future. And everyone knows the future is industry and technology--otherwise known as Mechomancy--not the traditional mystical arts. Laura disagrees. A talented young mage from Pennsylvania, Laura hopped a portal to New York City on her seventeenth birthday with hopes of earning her mage's license and becoming something more than a rootworker. But six months later, she's got little to show for it other than an empty pocket and broken dreams. With nowhere else to turn, Laura applies for a job with the Bureau of the Arcane's Conservation Corps, a branch of the US government dedicated to repairing the Dynamism so that Mechomancy can thrive. There she meets the Skylark, a powerful mage with a mysterious past, who reluctantly takes Laura on as an apprentice. As they're sent off on their first mission together into the heart of the country's oldest and most mysterious Blight, they discover the work of mages not encountered since the darkest period in America's past, when Black mages were killed for their power--work that could threaten Laura's and the Skylark's lives, and everything they've worked for""--Provided by publisher.",,Young Adult,,,,,,,,"""It is 1937, and Laura Ann Langston lives in an America divided--between those who work the mystical arts and those who do not. Ever since the Great Rust, a catastrophic event that blighted the arcane force called the Dynamism and threw America into disarray, the country has been rebuilding for a better future. And everyone knows the future is industry and technology--otherwise known as Mechomancy--not the traditional mystical arts. Laura disagrees. A talented young mage from Pennsylvania, Laura hopped a portal to New York City on her seventeenth birthday with hopes of earning her mage's license and becoming something more than a rootworker. But six months later, she's got little to show for it other than an empty pocket and broken dreams. With nowhere else to turn, Laura applies for a job",Magic -- Fiction. | African Americans -- Fiction. | Racism -- Fiction. | Conspiracies -- Fiction. | Fantasy fiction.,
Spin,"Caprara, Rebecca.",9781665906197,F,FIC,Contests -- Fiction. | Gods and goddesses -- Fiction. | Greek mythology -- Fiction. | Weaving -- Fiction.,"""Sixteen-year-old Archne turns to weaving for solace, but when word spreads of her skill she is confronted by the goddess Athena and the two enter a weaving contest that results in transformation and redemption""--OCLC.",,Young Adult,,,,,,,,,,
Tiger daughter,"Lim, Rebecca.",9780593648971,F,FIC,Children of immigrants -- Fiction. | Immigrants -- Fiction. | Chinese -- Fiction. -- Australia | Friendship -- Fiction. | Family life -- Fiction. | Bildungsromans.,"""Wen Zhou is a first-generation daughter of Chinese migrant parents. She has high expectations from her parents to succeed in school, especially her father, whose strict rules leave her feeling trapped. She dreams of creating a future for herself more satisfying than the one her parents expect her to lead. Then she befriends a boy named Henry who is also a first generation immigrant. He is the smartest boy at school despite struggling with his English and understands her in a way nobody has lately. Both of them dream of escaping and together they come up with a plan to take an entrance exam for a selective school far from home. But when tragedy strikes, it will take all of Wen's resilience and tiger strength to get herself and Henry through the storm that follows""--Provided by publisher.",,6.0.,,,,,,,,"""Wen Zhou is a first-generation daughter of Chinese migrant parents. She has high expectations from her parents to succeed in school, especially her father, whose strict rules leave her feeling trapped. She dreams of creating a future for herself more satisfying than the one her parents expect her to lead. Then she befriends a boy named Henry who is also a first generation immigrant. He is the smartest boy at school despite struggling with his English and understands her in a way nobody has lately. Both of them dream of escaping and together they come up with a plan to take an entrance exam for a selective school far from home. But when tragedy strikes, it will take all of Wen's resilience and tiger strength to get herself and Henry through the storm that follows""--Provided by publisher.",Children of immigrants -- Fiction. | Immigrants -- Fiction. | Chinese -- Fiction. -- Australia | Friendship -- Fiction. | Family life -- Fiction. | Bildungsromans.,
Undercover Latina,"De León, Aya (Novelist)",9781536223743,F,FIC,Hispanic American teenage girls -- Fiction. | Spy stories. | Criminal investigation -- Fiction. | Terrorists -- Fiction. | Spy stories.,"Going undercover as a white girl to befriend the estranged son of a dangerous white supremacist, Latina teen spy Andréa Hernández-Baldoquín finds her first solo mission to trap a terrorist endangered by her crush on the target's best friend.",,Young Adult,,,320,,,,,"Going undercover as a white girl to befriend the estranged son of a dangerous white supremacist, Latina teen spy Andréa Hernández-Baldoquín finds her first solo mission to trap a terrorist endangered by her crush on the target's best friend.",Hispanic American teenage girls -- Fiction. | Spy stories. | Criminal investigation -- Fiction. | Terrorists -- Fiction. | Spy stories.,320
Zyla and Kai,"Forest, Kristina.",9780593407240,F,FIC,Dating (Social customs) -- Fiction. | Amusement parks -- Fiction. | African Americans -- Fiction. | High schools -- Fiction. | School stories.,"The story of how a cynic and a hopeless romantic become friends, fall in love, and break up unfolds from their different perspectives.",,Young Adult,,,,,,,,"The story of how a cynic and a hopeless romantic become friends, fall in love, and break up unfolds from their different perspectives.",Dating (Social customs) -- Fiction. | Amusement parks -- Fiction. | African Americans -- Fiction. | High schools -- Fiction. | School stories.,
The sun and the star,"Riordan, Rick author.",9781368081153,F,FIC,Gods and goddesses -- Fiction. | Gays -- Fiction. | Adventure fiction | Hell -- Fiction.,"Nico, the son of Hades, and his boyfriend Will, the son of Apollo, travel to Tartarus, the deepest, darkest part of the Underworld as they attempt to rescue an old friend.",,670,,Fantasy|Mythology|LGBT|Middle Grade|Young Adult|Queer|Romance|Greek Mythology|Fiction|Adventure|Children's fiction|nyt:childrens-middle-grade-hardcover=2023-05-21|New York Times bestseller|Young Adult Fantasy,480,,,,,"Nico, the son of Hades, and his boyfriend Will, the son of Apollo, travel to Tartarus, the deepest, darkest part of the Underworld as they attempt to rescue an old friend.",Gods and goddesses -- Fiction. | Gays -- Fiction. | Adventure fiction | Hell -- Fiction.|Fantasy|Mythology|LGBT|Middle Grade|Young Adult|Queer|Romance|Greek Mythology|Fiction|Adventure|Children's fiction|nyt:childrens-middle-grade-hardcover=2023-05-21|New York Times bestseller|Young Adult Fantasy,480
